,지역번호,지역,2008년01월_계,2008년02월_계,2008년03월_계,2008년04월_계,2008년05월_계,2008년06월_계,2008년07월_계,2008년08월_계,2008년09월_계,2008년10월_계,2008년11월_계,2008년12월_계
3148,4684025300,전라남도 무안군 일로읍,3,1,2,2,4,5,5,7,6,8,3,4
3149,4684031000,전라남도 무안군 삼향면,3,5,3,1,4,3,4,3,8,1,5,2
3150,4684031700,전라남도 무안군 삼향면남악출장소,15,13,10,12,6,5,8,10,12,16,19,17
3151,4684032000,전라남도 무안군 몽탄면,2,4,1,1,4,0,2,1,1,1,4,5
3152,4684033000,전라남도 무안군 청계면,6,5,6,7,0,7,2,3,1,6,7,9
3153,4684034000,전라남도 무안군 현경면,1,3,5,5,6,3,4,1,2,5,2,4
3154,4684035000,전라남도 무안군 망운면,4,1,5,2,2,1,1,0,0,2,2,1
3155,4684036000,전라남도 무안군 해제면,4,5,4,5,1,3,2,2,2,0,1,3
3156,4684037000,전라남도 무안군 운남면,0,4,6,2,0,2,1,3,3,2,2,2
3157,4686000000,전라남도 함평군 ,22,23,18,17,25,12,30,19,29,17,20,15
3158,4686025000,전라남도 함평군 함평읍,8,4,4,3,9,1,9,5,12,4,5,3
3159,4686031000,전라남도 함평군 손불면,1,2,2,1,1,2,1,0,3,1,2,1
3160,4686032000,전라남도 함평군 신광면,0,2,0,3,1,0,1,0,0,3,0,0
3161,4686033000,전라남도 함평군 학교면,1,5,2,1,4,2,2,3,5,2,3,2
3162,4686034000,전라남도 함평군 엄다면,1,2,2,1,0,2,4,1,0,1,0,1
3163,4686035000,전라남도 함평군 대동면,4,2,1,2,1,1,2,1,2,1,3,1
3164,4686036000,전라남도 함평군 나산면,1,3,1,2,1,0,3,4,4,1,3,2
3165,4686037000,전라남도 함평군 해보면,3,2,3,1,4,2,4,5,2,2,1,1
3166,4686038000,전라남도 함평군 월야면,3,1,3,3,4,2,4,0,1,2,3,4
3167,4687000000,전라남도 영광군 ,51,53,35,40,34,29,37,31,51,39,27,36
3168,4687025000,전라남도 영광군 영광읍,23,26,17,18,15,11,15,14,15,12,11,14
3169,4687025300,전라남도 영광군 백수읍,4,3,2,4,3,2,2,3,8,5,1,3
3170,4687025600,전라남도 영광군 홍농읍,11,7,4,5,3,6,11,5,13,8,6,5
3171,4687031000,전라남도 영광군 대마면,2,0,0,1,0,2,0,0,1,2,2,1
3172,4687032000,전라남도 영광군 묘량면,1,3,0,0,3,1,0,0,0,4,1,0
3173,4687033000,전라남도 영광군 불갑면,1,0,1,0,1,1,0,2,1,1,1,2
3174,4687034000,전라남도 영광군 군서면,1,2,3,4,1,2,0,1,3,0,1,4
3175,4687035000,전라남도 영광군 군남면,1,2,0,0,0,1,0,0,1,0,2,0
3176,4687036000,전라남도 영광군 염산면,4,4,2,1,6,1,4,2,1,1,0,3
3177,4687037000,전라남도 영광군 법성면,3,4,6,7,2,2,5,4,7,6,2,4
3178,4687038000,전라남도 영광군 낙월면,0,1,0,0,0,0,0,0,1,0,0,0
3179,4687038500,전라남도 영광군 낙월면안마출장소,0,1,0,0,0,0,0,0,0,0,0,0
3180,4688000000,전라남도 장성군 ,35,37,32,42,36,22,46,27,41,38,26,40
3181,4688025000,전라남도 장성군 장성읍,9,12,9,16,8,5,11,12,12,14,3,8
3182,4688031000,전라남도 장성군 진원면,1,0,1,4,1,2,3,0,2,2,3,1
3183,4688032000,전라남도 장성군 남면,2,5,3,5,4,0,5,2,5,3,1,2
3184,4688033000,전라남도 장성군 동화면,1,1,1,2,0,2,1,0,1,1,0,2
3185,4688034000,전라남도 장성군 삼서면,2,1,2,0,2,1,5,2,1,2,1,1
3186,4688035000,전라남도 장성군 삼계면,11,11,7,8,12,5,10,8,14,10,10,15
3187,4688036000,전라남도 장성군 황룡면,4,3,5,2,5,0,5,2,1,3,3,2
3188,4688037000,전라남도 장성군 서삼면,1,0,1,1,0,0,1,0,0,0,1,2
3189,4688038000,전라남도 장성군 북일면,1,1,0,0,0,2,1,1,0,1,1,3
3190,4688039000,전라남도 장성군 북이면,2,2,3,3,3,3,4,0,5,0,2,3
3191,4688040000,전라남도 장성군 북하면,1,1,0,1,1,2,0,0,0,2,1,1
3192,4689000000,전라남도 완도군 ,36,35,28,17,36,22,25,34,38,26,20,26
3193,4689025000,전라남도 완도군 완도읍,11,15,12,9,14,8,7,18,11,12,11,9
3194,4689025300,전라남도 완도군 금일읍,1,1,2,1,3,0,2,3,2,1,1,1
3195,4689025600,전라남도 완도군 노화읍,6,1,2,0,2,3,2,4,9,2,3,4
3196,4689029000,전라남도 완도군 노화읍넙도출장소,1,1,1,2,2,2,1,1,1,0,0,1
3197,4689031000,전라남도 완도군 군외면,3,2,0,1,2,0,1,2,2,1,1,2
3198,4689032000,전라남도 완도군 신지면,6,3,3,0,3,0,4,2,5,3,0,1
3199,4689033000,전라남도 완도군 고금면,0,1,2,2,1,1,2,0,3,2,0,2
3200,4689034000,전라남도 완도군 약산면,2,2,1,0,3,1,1,0,1,0,1,0
3201,4689035000,전라남도 완도군 청산면,0,2,0,0,1,1,0,0,0,2,1,0
3202,4689035500,전라남도 완도군 청산면모도출장소,0,0,0,0,0,0,0,0,0,0,0,0
3203,4689036000,전라남도 완도군 소안면,2,5,0,1,1,2,3,2,1,0,2,2
3204,4689037000,전라남도 완도군 금당면,0,0,1,0,1,1,0,0,1,1,0,1
3205,4689038000,전라남도 완도군 보길면,4,2,3,1,2,3,2,2,2,2,0,3
3206,4689039000,전라남도 완도군 생일면,0,0,1,0,1,0,0,0,0,0,0,0
3207,4690000000,전라남도 진도군 ,23,15,18,15,20,11,25,14,26,13,19,26
3208,4690025000,전라남도 진도군 진도읍,11,5,6,6,10,3,14,4,13,6,7,15
3209,4690031000,전라남도 진도군 군내면,1,0,5,2,0,2,1,3,4,2,2,3
3210,4690032000,전라남도 진도군 고군면,0,4,1,1,3,1,2,3,2,2,6,1
3211,4690033000,전라남도 진도군 의신면,0,1,1,2,3,2,3,3,1,2,4,2
3212,4690034000,전라남도 진도군 임회면,2,2,2,1,3,1,0,0,2,0,0,2
3213,4690035000,전라남도 진도군 지산면,3,2,3,1,1,1,4,0,1,1,0,0
3214,4690036000,전라남도 진도군 조도면,3,1,0,1,0,1,1,0,3,0,0,3
3215,4690036500,전라남도 진도군 조도면가사출장소,1,0,0,0,0,0,0,0,0,0,0,0
3216,4690036600,전라남도 진도군 조도면거차출장소,2,0,0,1,0,0,0,1,0,0,0,0
3217,4691000000,전라남도 신안군 ,26,23,27,19,18,16,16,18,25,19,20,32
3218,4691025000,전라남도 신안군 지도읍,2,2,3,2,2,0,1,2,2,0,4,4
3219,4691025100,전라남도 신안군 지도읍선도출장소,0,0,0,1,0,0,0,0,0,0,0,1
3220,4691031000,전라남도 신안군 증도면,1,1,0,1,1,0,0,0,0,2,0,1
3221,4691031500,전라남도 신안군 증도면병풍출장소,0,0,0,1,0,0,0,0,0,0,0,0
3222,4691032000,전라남도 신안군 임자면,2,1,3,3,1,2,1,0,2,1,3,2
3223,4691033000,전라남도 신안군 자은면,3,3,1,1,2,1,0,1,0,4,1,1
3224,4691034000,전라남도 신안군 비금면,2,3,2,2,2,3,2,0,2,2,1,2
3225,4691035000,전라남도 신안군 도초면,1,0,3,2,1,0,1,0,4,2,1,2
3226,4691035500,전라남도 신안군 도초면우이도출장,0,0,0,0,0,0,0,0,2,0,0,0
3227,4691036000,전라남도 신안군 흑산면,3,0,2,3,1,0,2,3,4,0,0,3
3228,4691036500,전라남도 신안군 흑산면가거도출장,1,0,2,0,1,0,0,0,0,1,0,1
3229,4691036600,전라남도 신안군 흑산면태도출장소,0,0,1,0,0,0,0,0,0,0,0,3
3230,4691036700,전라남도 신안군 흑산면홍도출장소,1,1,0,0,0,0,0,0,0,0,0,1
3231,4691036800,전라남도 신안군 흑산면대둔도출장,0,0,1,0,1,1,1,0,1,0,0,0
3232,4691037000,전라남도 신안군 하의면,1,0,0,0,0,1,3,2,0,5,0,1
3233,4691038000,전라남도 신안군 신의면,3,1,2,0,1,2,2,0,1,0,1,3
3234,4691039000,전라남도 신안군 장산면,1,2,1,0,1,1,1,2,2,0,1,1
3235,4691040000,전라남도 신안군 안좌면,0,2,2,1,1,0,0,1,0,0,1,2
3236,4691040500,전라남도 신안군 안좌면자라출장소,0,0,1,0,0,0,0,0,0,0,0,0
3237,4691041000,전라남도 신안군 팔금면,1,0,0,1,1,2,0,0,0,0,1,1
3238,4691042000,전라남도 신안군 암태면,1,1,0,1,0,0,0,1,0,0,2,2
3239,4691043000,전라남도 신안군 압해면,3,5,3,0,1,3,2,6,5,2,4,1
3240,4691043500,전라남도 신안군 압해면매화출장소,0,1,0,0,0,0,0,0,0,0,0,0
3241,4691043600,전라남도 신안군 압해면고이도출장,0,0,0,0,1,0,0,0,0,0,0,0
3242,4700000000,경상북도  ,2094,2097,2067,2048,1972,1826,1950,1766,2011,2008,1862,2076
3243,4711000000,경상북도 포항시 ,359,383,387,374,363,341,348,297,365,365,351,396
3244,4711100000,경상북도 포항시 남구 ,198,204,212,190,192,181,194,152,191,194,185,198
3245,4711125000,경상북도 포항시 남구 구룡포읍,9,6,5,6,2,9,6,3,3,8,1,3
3246,4711125300,경상북도 포항시 남구 연일읍,32,21,31,23,22,35,22,29,29,38,22,36
3247,4711125600,경상북도 포항시 남구 오천읍,62,67,57,56,72,49,52,40,71,54,59,58
3248,4711131000,경상북도 포항시 남구 대송면,5,3,3,2,4,4,5,0,1,1,4,1
3249,4711132000,경상북도 포항시 남구 동해면,5,14,7,13,5,8,12,5,8,6,5,5
3250,4711133000,경상북도 포항시 남구 장기면,2,2,0,2,2,1,3,1,3,4,1,1
3251,4711134000,경상북도 포항시 남구 대보면,2,0,2,1,0,5,0,3,0,1,0,1
3252,4711151000,경상북도 포항시 남구 상대1동,8,15,15,8,15,6,13,9,10,13,17,16
3253,4711152000,경상북도 포항시 남구 상대2동,6,6,6,4,5,3,1,4,11,6,5,5
3254,4711153000,경상북도 포항시 남구 해도1동,5,4,7,7,6,4,8,4,5,1,6,6
3255,4711154000,경상북도 포항시 남구 해도2동,11,10,7,8,10,4,9,8,6,9,8,8
3256,4711155000,경상북도 포항시 남구 송도동,12,13,9,14,12,13,16,8,8,12,5,11
3257,4711156000,경상북도 포항시 남구 청림동,5,7,13,6,6,12,3,11,12,5,9,10
3258,4711157000,경상북도 포항시 남구 제철동,5,9,7,6,3,5,7,1,2,7,4,1
3259,4711158000,경상북도 포항시 남구 효곡동,14,14,20,15,16,13,23,13,10,15,22,18
3260,4711159000,경상북도 포항시 남구 대이동,15,13,23,19,12,10,14,13,12,14,17,18
3261,4711300000,경상북도 포항시 북구 ,161,179,175,184,171,160,154,145,174,171,166,198
3262,4711325000,경상북도 포항시 북구 흥해읍,40,35,32,45,31,28,38,29,36,29,30,41
3263,4711331000,경상북도 포항시 북구 신광면,0,2,2,1,1,0,0,2,1,0,1,1
3264,4711332000,경상북도 포항시 북구 청하면,2,0,3,3,1,1,4,1,2,3,1,3
3265,4711333000,경상북도 포항시 북구 송라면,1,3,0,1,1,1,0,0,0,1,1,3
3266,4711334000,경상북도 포항시 북구 기계면,0,3,1,3,1,3,2,2,5,2,6,1
3267,4711335000,경상북도 포항시 북구 죽장면,0,1,0,0,0,0,0,0,1,1,0,1
3268,4711335500,경상북도 포항시 북구 죽장면상옥출장소,0,0,1,0,0,0,0,0,0,0,1,0
3269,4711336000,경상북도 포항시 북구 기북면,2,1,0,1,0,0,0,2,0,0,0,2
3270,4711352000,경상북도 포항시 북구 중앙동,5,4,0,2,4,2,1,2,0,4,5,3
3271,4711356000,경상북도 포항시 북구 학산동,7,9,9,10,9,6,4,5,10,10,6,5
3272,4711363000,경상북도 포항시 북구 양학동,12,18,18,14,24,12,15,13,14,11,14,31
3273,4711364000,경상북도 포항시 북구 죽도1동,0,2,1,0,2,1,0,0,1,2,1,2
3274,4711365000,경상북도 포항시 북구 죽도2동,6,9,15,13,8,9,8,9,11,8,14,11
3275,4711366500,경상북도 포항시 북구 용흥동,21,15,25,20,23,24,19,14,19,19,19,20
3276,4711368000,경상북도 포항시 북구 우창동,13,18,19,19,16,20,16,17,19,24,18,22
3277,4711369000,경상북도 포항시 북구 두호동,13,18,15,21,17,22,9,19,11,17,16,19
3278,4711370000,경상북도 포항시 북구 장량동,21,16,21,15,13,17,26,16,26,30,24,19
3279,4711371000,경상북도 포항시 북구 환여동,18,25,13,16,20,14,12,14,18,10,9,14
3280,4713000000,경상북도 경주시 ,192,192,191,228,194,147,164,180,184,183,162,187
3281,4713025000,경상북도 경주시 감포읍,0,2,5,3,5,1,3,4,1,2,2,6
3282,4713025300,경상북도 경주시 안강읍,28,22,14,31,29,16,17,19,18,27,27,20
3283,4713025600,경상북도 경주시 건천읍,9,4,7,3,5,2,8,2,4,8,6,8
3284,4713025900,경상북도 경주시 외동읍,14,16,13,17,4,14,9,9,12,8,6,11
3285,4713031000,경상북도 경주시 양북면,5,1,2,3,1,5,2,3,4,1,3,3
3286,4713032000,경상북도 경주시 양남면,3,8,7,15,6,4,4,6,1,4,7,3
3287,4713033000,경상북도 경주시 내남면,2,2,6,1,2,2,3,2,2,5,3,2
3288,4713034000,경상북도 경주시 산내면,2,1,2,0,1,0,1,1,0,0,0,4
3289,4713035000,경상북도 경주시 서면,5,2,2,3,1,0,2,2,2,1,3,1
3290,4713036000,경상북도 경주시 현곡면,17,29,25,20,19,12,21,20,17,22,13,13
3291,4713037000,경상북도 경주시 강동면,7,7,5,7,7,5,9,4,2,6,6,7
3292,4713038000,경상북도 경주시 천북면,4,3,7,7,2,3,3,2,2,4,4,5
3293,4713051500,경상북도 경주시 중부동,5,3,2,3,2,6,2,5,3,7,5,0
3294,4713052000,경상북도 경주시 성동동,1,2,1,1,2,4,1,0,2,3,0,2
3295,4713053000,경상북도 경주시 황오동,1,4,2,5,4,3,4,4,1,3,4,5
3296,4713055000,경상북도 경주시 성건동,12,4,9,11,18,7,7,9,12,9,8,14
3297,4713056000,경상북도 경주시 탑정동,2,1,2,4,5,0,1,1,8,1,3,6
3298,4713057000,경상북도 경주시 황남동,0,2,1,1,0,1,0,3,0,1,0,3
3299,4713059000,경상북도 경주시 선도동,12,11,5,7,15,12,15,6,17,13,8,14
3300,4713060500,경상북도 경주시 월성동,1,6,2,3,2,2,1,4,6,3,3,0
3301,4713061500,경상북도 경주시 용강동,10,10,15,16,13,14,13,13,16,11,10,14
3302,4713062100,경상북도 경주시 황성동,22,26,23,26,21,17,19,23,19,22,18,22
3303,4713063000,경상북도 경주시 동천동,25,20,22,26,22,15,18,26,24,17,20,18
3304,4713065000,경상북도 경주시 불국동,5,6,11,12,7,2,1,12,10,5,2,4
3305,4713066000,경상북도 경주시 보덕동,0,0,1,3,1,0,0,0,1,0,1,2
3306,4715000000,경상북도 김천시 ,109,122,114,111,106,113,101,97,111,112,103,98
3307,4715025000,경상북도 김천시 아포읍,11,13,17,11,15,12,14,13,9,9,9,7
3308,4715031000,경상북도 김천시 농소면,3,0,2,3,0,3,1,3,1,2,1,4
3309,4715032000,경상북도 김천시 남면,2,2,2,5,1,4,6,2,3,3,1,2
3310,4715034000,경상북도 김천시 개령면,4,1,1,2,0,2,0,0,2,4,1,4
3311,4715035000,경상북도 김천시 감문면,1,2,1,0,2,0,1,0,2,1,5,2
3312,4715036000,경상북도 김천시 어모면,4,3,0,4,5,7,1,2,4,2,0,5
3313,4715037000,경상북도 김천시 봉산면,2,0,0,0,3,0,7,2,3,2,2,5
3314,4715038000,경상북도 김천시 대항면,3,2,6,2,3,0,2,1,4,3,4,2
3315,4715039000,경상북도 김천시 감천면,0,0,0,1,1,0,0,2,0,1,0,0
3316,4715040000,경상북도 김천시 조마면,0,1,4,0,0,1,4,2,4,4,0,1
3317,4715041000,경상북도 김천시 구성면,1,2,1,4,2,3,2,1,0,1,1,1
3318,4715042000,경상북도 김천시 지례면,1,0,1,0,2,1,2,3,1,0,0,2
3319,4715043000,경상북도 김천시 부항면,2,1,2,0,3,0,1,1,1,3,2,0
3320,4715044000,경상북도 김천시 대덕면,0,2,3,1,0,1,0,0,2,0,2,0
3321,4715045000,경상북도 김천시 증산면,0,0,0,1,1,0,1,0,2,4,0,0
3322,4715051600,경상북도 김천시 자산동,2,3,4,2,6,4,2,4,4,4,7,5
3323,4715053500,경상북도 김천시 성남동,4,3,4,5,3,4,3,4,6,0,0,0
3324,4715053600,경상북도 김천시 평화남산동,6,5,6,3,4,13,6,6,3,8,7,2
3325,4715056500,경상북도 김천시 양금동,3,5,6,5,2,5,2,3,3,4,1,1
3326,4715057500,경상북도 김천시 대신동,28,38,25,32,36,24,23,26,31,21,18,33
3327,4715059500,경상북도 김천시 대곡동,18,22,19,16,7,14,15,11,16,26,24,12
3328,4715061000,경상북도 김천시 지좌동,14,17,10,14,10,15,8,11,10,10,18,10
3329,4717000000,경상북도 안동시 ,141,120,124,108,129,114,119,108,131,111,116,116
3330,4717025000,경상북도 안동시 풍산읍,9,2,3,3,5,5,4,3,2,5,4,1
3331,4717031000,경상북도 안동시 와룡면,4,3,1,3,3,2,2,0,0,3,1,6
3332,4717032000,경상북도 안동시 북후면,2,2,0,3,1,3,2,1,1,5,3,0
3333,4717033000,경상북도 안동시 서후면,3,3,3,0,3,2,2,3,3,4,5,4
3334,4717034000,경상북도 안동시 풍천면,1,2,4,1,2,2,2,2,0,2,2,3
3335,4717034500,경상북도 안동시 풍천면어담출장소,0,1,0,1,1,0,0,0,0,0,0,0
3336,4717035000,경상북도 안동시 일직면,4,0,2,2,2,2,0,3,4,3,3,2
3337,4717036000,경상북도 안동시 남후면,2,0,0,1,3,1,0,1,3,0,3,0
3338,4717037000,경상북도 안동시 남선면,0,0,1,2,3,1,4,2,2,2,0,0
3339,4717038000,경상북도 안동시 임하면,3,0,2,1,2,0,0,2,0,0,3,3
3340,4717039000,경상북도 안동시 길안면,5,1,1,1,3,1,4,0,1,1,0,0
3341,4717040000,경상북도 안동시 임동면,1,0,0,2,3,0,1,0,1,4,1,1
3342,4717041000,경상북도 안동시 예안면,0,0,1,0,0,0,0,0,1,0,0,1
3343,4717041500,경상북도 안동시 예안면삼계출장소,0,1,0,0,1,0,0,0,0,0,0,0
3344,4717042000,경상북도 안동시 도산면,3,0,0,0,0,0,0,1,0,0,0,0
3345,4717042500,경상북도 안동시 도산면서부출장소,1,0,0,1,0,1,1,0,1,0,0,0
3346,4717043000,경상북도 안동시 녹전면,1,0,0,1,2,0,0,0,1,2,0,1
3347,4717051000,경상북도 안동시 중구동,5,6,7,3,7,3,1,2,5,4,4,4
3348,4717052000,경상북도 안동시 명륜동,7,5,6,7,11,7,4,8,8,4,7,5
3349,4717055500,경상북도 안동시 용상동,13,17,21,20,19,22,20,19,23,19,11,14
3350,4717058500,경상북도 안동시 서구동,3,4,4,4,2,1,6,5,6,4,4,3
3351,4717060000,경상북도 안동시 태화동,12,8,14,10,13,9,14,3,10,6,10,9
3352,4717062000,경상북도 안동시 평화동,6,11,7,5,4,7,7,5,9,7,3,7
3353,4717063000,경상북도 안동시 안기동,10,2,4,6,8,5,6,4,4,8,5,8
3354,4717065000,경상북도 안동시 옥동,15,20,17,15,12,12,15,17,21,10,25,20
3355,4717066000,경상북도 안동시 송하동,17,11,12,7,10,15,8,12,13,8,12,11
3356,4717069000,경상북도 안동시 강남동,14,21,14,9,9,13,16,15,12,10,10,13
3357,4719000000,경상북도 구미시 ,425,434,434,413,419,350,418,368,410,397,395,430
3358,4719025000,경상북도 구미시 선산읍,10,9,16,15,6,4,6,5,9,7,8,8
3359,4719025300,경상북도 구미시 고아읍,28,25,19,29,22,22,21,23,21,17,18,18
3360,4719031000,경상북도 구미시 무을면,0,0,0,2,1,3,1,1,2,0,1,0
3361,4719032000,경상북도 구미시 옥성면,1,1,7,2,3,2,0,0,1,1,2,0
3362,4719033000,경상북도 구미시 도개면,2,1,1,0,0,1,2,2,0,2,1,1
3363,4719034000,경상북도 구미시 해평면,6,2,1,2,2,1,3,1,2,1,5,3
3364,4719035000,경상북도 구미시 산동면,1,0,6,1,1,2,3,2,2,6,0,2
3365,4719036000,경상북도 구미시 장천면,1,2,0,1,0,3,2,3,1,3,2,0
3366,4719051000,경상북도 구미시 송정동,22,22,18,19,16,18,21,23,29,21,20,21
3367,4719052000,경상북도 구미시 원평1동,3,2,3,1,3,3,5,2,4,2,1,3
3368,4719053000,경상북도 구미시 원평2동,1,2,1,1,1,1,1,2,3,0,1,2
3369,4719055100,경상북도 구미시 도량동,37,30,36,32,38,29,27,25,34,28,23,28
3370,4719055500,경상북도 구미시 지산동,0,2,6,1,3,4,1,1,3,0,2,0
3371,4719056500,경상북도 구미시 선주원남동,39,52,44,34,36,33,35,27,41,36,37,52
3372,4719058200,경상북도 구미시 형곡1동,17,11,9,10,14,5,12,12,16,10,16,18
3373,4719058300,경상북도 구미시 형곡2동,18,23,15,15,14,15,23,8,14,17,26,15
3374,4719059000,경상북도 구미시 신평1동,7,4,4,2,5,4,4,5,3,0,6,4
3375,4719060000,경상북도 구미시 신평2동,1,2,2,3,4,3,2,3,2,1,2,5
3376,4719061000,경상북도 구미시 비산동,6,6,5,7,9,7,5,6,9,5,2,5
3377,4719062100,경상북도 구미시 공단1동,7,4,1,6,4,3,6,1,4,6,3,5
3378,4719062200,경상북도 구미시 공단2동,3,3,2,4,3,2,2,5,2,4,8,3
3379,4719063000,경상북도 구미시 광평동,1,1,2,4,4,3,2,5,0,3,3,4
3380,4719064500,경상북도 구미시 상모사곡동,30,34,28,35,41,25,30,23,27,38,39,39
3381,4719066000,경상북도 구미시 임오동,18,16,23,11,16,16,20,18,12,16,21,19
3382,4719067000,경상북도 구미시 인동동,94,97,103,97,89,69,105,81,86,76,67,93
3383,4719068000,경상북도 구미시 진미동,36,27,33,26,32,28,27,29,32,40,34,24
3384,4719069000,경상북도 구미시 양포동,36,56,49,53,52,44,52,55,51,57,47,58
3385,4721000000,경상북도 영주시 ,68,62,76,80,60,66,73,55,62,79,49,69
3386,4721025000,경상북도 영주시 풍기읍,9,6,5,8,6,4,5,5,7,4,3,15
3387,4721031000,경상북도 영주시 이산면,3,0,1,1,0,3,0,1,3,6,2,1
3388,4721032000,경상북도 영주시 평은면,0,0,1,0,0,0,1,0,2,1,0,2
3389,4721033000,경상북도 영주시 문수면,2,0,1,0,2,1,0,1,0,0,2,1
3390,4721034000,경상북도 영주시 장수면,3,1,2,1,1,1,2,2,2,1,0,1
3391,4721035000,경상북도 영주시 안정면,1,0,2,2,2,1,1,0,1,3,1,0
3392,4721036000,경상북도 영주시 봉현면,0,4,0,1,0,1,1,0,1,1,0,0
3393,4721037000,경상북도 영주시 순흥면,0,0,2,0,1,2,0,1,0,1,1,2
3394,4721038000,경상북도 영주시 단산면,0,0,1,0,0,0,0,0,0,1,1,1
3395,4721039000,경상북도 영주시 부석면,1,1,0,1,3,2,3,2,1,1,0,0
3396,4721051000,경상북도 영주시 상망동,14,12,7,9,8,8,12,5,12,8,7,7
3397,4721052500,경상북도 영주시 하망동,0,7,10,3,2,4,5,6,6,2,4,6
3398,4721055000,경상북도 영주시 영주1동,1,1,4,4,1,1,0,4,1,6,3,2
3399,4721056000,경상북도 영주시 영주2동,2,2,1,4,2,2,4,1,0,5,2,4
3400,4721059000,경상북도 영주시 휴천1동,6,5,10,6,7,5,7,4,8,11,3,5
3401,4721060000,경상북도 영주시 휴천2동,8,5,4,3,4,3,5,6,5,3,5,5
3402,4721061000,경상북도 영주시 휴천3동,7,3,7,12,9,11,15,5,1,12,5,8
3403,4721062000,경상북도 영주시 가흥1동,8,9,11,13,6,11,5,10,6,7,8,5
3404,4721063000,경상북도 영주시 가흥2동,3,6,7,12,6,6,7,2,6,6,2,4
3405,4723000000,경상북도 영천시 ,86,81,62,67,57,61,70,56,66,68,47,69
3406,4723025000,경상북도 영천시 금호읍,9,9,7,10,10,5,10,4,6,11,4,7
3407,4723031000,경상북도 영천시 청통면,3,3,3,2,0,6,5,3,0,5,2,0
3408,4723032000,경상북도 영천시 신녕면,3,4,1,4,1,0,4,3,7,1,0,4
3409,4723033000,경상북도 영천시 화산면,0,4,6,5,1,2,0,2,0,3,2,2
3410,4723034000,경상북도 영천시 화북면,2,0,0,0,0,2,0,0,1,0,2,1
3411,4723035000,경상북도 영천시 화남면,0,1,3,5,2,0,1,0,4,0,1,1
3412,4723036000,경상북도 영천시 자양면,0,2,1,0,0,1,0,0,0,1,0,1
3413,4723037000,경상북도 영천시 임고면,2,4,2,0,0,1,0,0,1,0,4,2
3414,4723038000,경상북도 영천시 고경면,4,5,2,4,4,3,4,3,8,4,3,3
3415,4723039000,경상북도 영천시 북안면,3,2,5,2,1,1,2,3,1,2,2,6
3416,4723040000,경상북도 영천시 대창면,4,2,0,0,0,5,3,2,3,2,2,2
3417,4723051000,경상북도 영천시 동부동,32,26,20,28,21,26,27,26,15,27,12,26
3418,4723052000,경상북도 영천시 중앙동,10,7,7,4,9,4,5,3,7,4,7,3
3419,4723053500,경상북도 영천시 서부동,2,8,1,2,4,2,5,3,3,2,3,5
3420,4723054000,경상북도 영천시 완산동,7,2,3,1,3,2,3,2,7,2,1,4
3421,4723055500,경상북도 영천시 남부동,5,2,1,0,1,1,1,2,3,4,2,2
3422,4725000000,경상북도 상주시 ,57,66,65,65,72,62,53,53,50,51,37,61
3423,4725025000,경상북도 상주시 함창읍,4,1,0,3,4,2,5,2,1,2,0,5
3424,4725031000,경상북도 상주시 중동면,2,0,1,1,0,2,2,2,0,0,0,1
3425,4725032000,경상북도 상주시 사벌면,2,2,6,3,4,0,2,3,3,2,3,3
3426,4725033000,경상북도 상주시 낙동면,0,4,0,2,4,2,1,1,1,0,0,0
3427,4725033500,경상북도 상주시 낙동면동부출장소,1,0,0,1,0,0,0,0,1,0,2,1
3428,4725034000,경상북도 상주시 청리면,0,0,3,0,2,3,1,0,0,1,0,1
3429,4725035000,경상북도 상주시 공성면,2,4,0,1,2,0,0,5,2,1,0,0
3430,4725036000,경상북도 상주시 외남면,1,1,1,1,1,2,1,2,2,1,0,3
3431,4725037000,경상북도 상주시 내서면,0,1,1,1,0,0,1,0,2,0,2,1
3432,4725038000,경상북도 상주시 모동면,1,4,0,5,0,7,1,0,1,2,1,1
3433,4725039000,경상북도 상주시 모서면,4,3,2,1,0,2,0,3,0,0,1,2
3434,4725039500,경상북도 상주시 모서면서부출장소,1,1,1,0,0,0,0,0,0,1,0,0
3435,4725040000,경상북도 상주시 화동면,1,5,4,1,1,1,3,0,2,0,0,0
3436,4725041000,경상북도 상주시 화서면,1,1,1,4,3,1,1,1,3,0,2,3
3437,4725042000,경상북도 상주시 화북면,0,0,1,0,1,0,2,0,0,1,0,1
3438,4725042600,경상북도 상주시 화북면서부출장소,0,0,0,0,0,0,0,0,0,0,0,0
3439,4725043000,경상북도 상주시 외서면,1,2,1,1,1,3,3,1,1,1,0,1
3440,4725044000,경상북도 상주시 은척면,0,0,0,1,0,1,1,1,0,2,0,0
3441,4725044500,경상북도 상주시 은척면북부출장소,0,0,1,0,0,1,0,0,0,0,1,0
3442,4725045000,경상북도 상주시 공검면,2,2,0,0,2,2,2,2,2,2,0,2
3443,4725046000,경상북도 상주시 이안면,1,1,0,1,1,0,2,0,0,3,1,0
3444,4725047000,경상북도 상주시 화남면,2,0,1,0,0,1,0,0,0,2,0,0
3445,4725052000,경상북도 상주시 남원동,9,7,4,7,7,8,4,6,4,3,3,9
3446,4725053000,경상북도 상주시 북문동,3,2,5,2,4,2,1,1,5,2,4,4
3447,4725054000,경상북도 상주시 계림동,3,2,8,7,11,5,8,4,3,6,2,3
3448,4725055000,경상북도 상주시 동문동,6,9,7,9,13,10,3,8,8,8,5,10
